"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Paraguay",2020,99.7,72.899,-158624128.79526,0.560091568099886,0.112407746659322,39828512.9587611,40.5292222501888,161022.6,35432178068.1814,5365.47220721191,94492100805.0321,54397925,57007166821.9324,79,80,79,73.9575,1.76751592356698,73.182,16,1.02757342677333,364342199.983714,-8226,92.7462736659838,99.5934707827491,16.25,6.44497003894309,68,48.3091774,94.375,42.3300018310547,3.93615007400513,24.5218200683594,25.3,7.548,5.501,9.497,0.907,65.85,0.865,0.054,0.829,0.767,0.269,10
"Paraguay",2021,100,71.902,-88794466.5722569,0.765490446184674,0.543231456503854,217025855.623659,39.8261432167128,158229.267,39950899938.7482,5976.9317978996,102977624582.579,103189077,61658891416.6676,70,68,70,77.0184,4.787983101236,70.262,15.5,0.928803634265998,372601369.313781,-8226,93.6027455921369,99.5958982324205,16.25,6.49883560920394,67,46.85990524,94.375,42.4700012207031,3.41070008277893,23.6368999481201,25.9,7.311,5.576,9.523,0.908,65.9,0.888,0.015,0.857,0.806,0.248,10
"Paraguay",2022,100,71.036,-724828156.639407,1.60188029306692,-0.125838098372723,-52792745.2358172,39.2502935554672,155435.889,41952910858.0846,6205.62595379319,110513599071.116,179235119,68493126005.5402,69,54,69,76.2592,9.76556667164402,70.475,15,0.831483478747864,365688252.57561,-12500,94.5727484403312,99.5983928104585,17.5,6.15444442866644,73,47.82608795,94.375,45.6100006103516,3.39619994163513,24.068510055542,26.2,6.755,6.138,9.513,0.899,65.95,0.922,-0.014,0.839,0.821,0.238,10
"Paraguay",2023,NA,NA,-326706488.13815,0.560375887124917,-0.200180225498565,-85989945.2280333,NA,NA,42956263543.9482,6276.35113919957,119887526177.965,162697885,73749978976.2571,71,83,71,78.0948,4.63202285403356,NA,NA,0.906254792632729,397871087.2338,-12500,NA,NA,22.5,6.08178142313153,NA,48.52941132,94.375,NA,3.40649008750916,21.9888305664062,NA,5.794,6.214,9.549,0.889,66,0.902,-0.004,0.835,0.833,0.24,10
"Peru",2020,96.2,45.423,1216825868.06815,0.329387076302566,0.933541642716402,1880243373.01464,56.5081015625,723303.7,201409694755.934,6133.32552410183,412561044537.264,172740806,238631842907.333,72,77,72,65.2518,2.00241205759292,73.665,12.2,1.3148655415575,2653592900.08589,55375,77.296102875529,93.6079681449903,26.1538461538462,2.46757936754815,85,55.55555725,95,55.2099990844727,4.25937986373901,15.514760017395,50.5,7.179,4.994,9.323,0.749,69.675,0.806,-0.094,0.912,0.736,0.481,29.5
"Peru",2021,95.6,44.42,-5173359281.62226,3.15535335133475,0.869839103089523,1968918024.00321,56.373072890625,721575.333,226354278280.885,6826.9720069846,506697261408.824,222582995,278899213055.394,82,78,82,71.1078,4.27166381536798,72.377,12,1.17822220959875,2657501774.59326,41868,77.8794876192193,94.2088981939542,40,2.65331502868782,86,54.10628128,95,54.8300018310547,3.92721009254456,16.7094707489014,51.8,5.097,5.694,9.436,0.819,69.85,0.812,-0.09,0.88,0.784,0.369,29.5
"Peru",2022,96.2,43.933,-11788738161.8292,4.54440029182456,-0.238267394475371,-587302340.49451,56.238047734375,719847.011,246488757636.211,7363.27206939639,557616764399.966,263430270,313825797428.479,82,74,82,74.675,8.33370630096231,73.385,11.7,1.1531790524397,2799190985.0433,33982,78.4594565767913,94.8058093151953,40,2.75428509703144,84,50.24154663,95,56.4500007629395,3.83315992355347,16.4729194641113,51.7,4.291,5.892,9.453,0.823,70.025,0.764,-0.18,0.884,0.755,0.378,29.5
"Peru",2023,NA,NA,-2442177795.89769,1.46420245513219,0.55159103947487,1476075540.92603,NA,NA,267603248655.253,7906.58502858,574503693698.464,264161339,327218199827.039,84,84,84,NA,6.45561348369586,NA,NA,1.12118291334721,3000769179.40342,24783,NA,NA,38.7596899224806,2.77875566576316,NA,49.50980377,95,64.4865417480469,4.23516988754272,18.8884506225586,NA,4.899,5.936,9.459,0.787,70.2,0.757,-0.061,0.919,0.765,0.37,29.5
"Philippines",2020,96.4,34.477,-3260102016.5143,1.88586363211171,0.984663440348802,3562031274.30489,24.1090317604051,71885.9,361751145451.597,3227.57910235199,923366701020.754,34896354090,651248540188.682,83,79,81,53.7649,2.3931623931624,72.119,22.2,1.29724003910725,4693073497.10808,-47014,82.4160477401007,94.0512327503984,27.9605263157895,2.04628134814754,76,41.06280136,78.75,NA,3.85829043388367,16.8932647705078,43.8,2.522,5.08,8.958,0.781,62.025,0.932,-0.114,0.744,0.793,0.327,30
"Philippines",2021,97.5,32.45,-9732242738.50623,3.04078855310047,0.57122374841928,2251120588.97095,24.226045544488,72234.8,394087359848.11,3484.38593882819,1001824458376.1,38194465821,704154042153.418,69,64,67,63.4019,3.92718022100332,69.266,22.1,1.40682254131819,5546091354.063,-85185,83.5850134229835,94.4642805883106,27.9605263157895,2.12563820197797,80,40.09661865,78.75,32.4310836791992,3.87249755859375,16.6816596984863,44.7,3.398,5.965,8.999,0.778,62.05,0.905,-0.012,0.721,0.79,0.323,25
"Philippines",2022,94.8,32.161,-5630950417.40811,2.3475097233369,0.954928174452086,3861284250.701,24.3430593285709,72583.7,404353369604.631,3548.06930572116,1154612182082.29,41726956647,822792758975.531,84,76,82,75.2111,5.82115811213955,72.187,21.8,1.31652615275187,5321933197.64622,-221754,84.7571618236724,94.8763113585893,27.3311897106109,2.14563436502391,78,44.44444275,78.75,34.4608001708984,3.57960081100464,15.696400642395,44.1,2.598,5.995,9.057,0.819,62.075,0.952,-0.155,0.757,0.833,0.301,25
"Philippines",2023,NA,NA,-5211067619.11345,2.08541079990247,0.89334609476246,3905230049.17869,NA,NA,437146372729.942,3804.8725797521,1262496880801.41,37090950135,899360101896.429,89,81,87,NA,5.97802515541409,NA,NA,1.24949555025566,5451725464.53432,-164284,NA,NA,27.3311897106109,2.22947625431257,NA,46.5686264,78.75,NA,3.62368631362915,16.7279834747314,NA,NA,6.184,9.102,0.796,62.1,0.932,-0.038,0.768,0.8,0.324,25
"Poland",2020,100,8.107,-1.5013e+10,3.31499059495462,0.83724720144403,5.073e+09,30.9770358997811,94830,605914237903.742,15987.5753654045,1391432848266.15,19970865152,727530647244.395,94,92,90,83.1849,3.37446972618589,76.5,3.8,2.28748515617247,13718291431.5033,3920,98.9575072700828,91.0888058086284,28.695652173913,9.96094363265378,NA,66.18357849,93.75,87.7799987792969,4.85265016555786,10.6044521331787,7.4,3.155,6.139,10.39,0.953,68.875,0.767,-0.014,0.787,0.677,0.329,19
"Poland",2021,100,6.772,-2.7292e+10,5.44306737738578,1.48294275423552,1.022e+10,31.0192747468148,94950,689170230665.35,18635.5104895754,1517076471195.13,23837274338,785673656529.536,94,91,89,85.3749,5.05502704719272,75.5024390243902,3.8,2.24262361370911,15295541731.4671,2251,98.957356891599,90.3615703186745,28.322440087146,10.9536350265818,NA,63.768116,93.75,87.8078155517578,4.67303991317749,11.1692733764648,7.5,3.268,5.978,10.461,0.936,69.05,0.732,0.122,0.744,0.7,0.277,19
"Poland",2022,100,5.984,-2.9177e+10,6.00626096603428,1.81179767723624,1.2603e+10,31.0594923061845,95070,695607470875.276,18891.2121169279,1695224276829.69,28739310787,925656850915.253,94,91,90,86.9411,14.4294507575758,77.3048780487805,3.8,2.22856108974913,15341313422.5328,967744,98.9570825241432,90.3695800959207,28.2608695652174,10.7876896341888,NA,65.70048523,93.75,88.1990509033203,NA,NA,5.4,2.811,6.666,10.513,0.886,69.225,0.8,-0.209,0.667,0.594,0.14,19
"Poland",2023,NA,NA,-1.9539e+10,4.24072792984725,1.82612299275419,1.4777e+10,NA,NA,809200697797.088,22056.6661704127,1704131464618.94,29592130553,931991606574.064,94,91,90,86.4147,11.5289127961105,NA,NA,3.83272853898223,31649874711.6473,-7824,NA,NA,29.3478260869565,9.91606562621184,NA,67.64705658,93.75,66.9982604980469,NA,NA,NA,2.743,6.685,10.527,0.89,69.4,0.775,-0.232,0.662,0.556,0.155,19
"Portugal",2020,100,6.776,-5734970610.29221,1.73847041272099,-0.758654654140349,-1742013511.35036,36.154994891142,33120,229618773422.577,22299.4044062173,370352154969.923,3366105196,202758557383.879,99,99,99,78.2617,-0.0124383299575305,80.9756097560976,2.7,1.429790701133,3267981306.28063,54076,99.6633839183155,99.2320673881807,40,5.57953268503958,73,89.37197876,100,43.4500007629395,4.87656021118164,9.60721397399902,11.6,6.801,5.768,10.374,0.875,71.125,0.913,-0.244,0.867,0.614,0.383,31.5
"Portugal",2021,100,5.811,-9417422267.89324,3.06611456095761,-0.611292672844904,-1565250827.27274,36.154994891142,33120,256055879091.139,24711.4510062111,400202870822.242,3561400342,224001299634.274,99,98,99,82.309,1.26565719069044,81.3780487804878,2.7,1.51953308872168,3882450331.12583,69606,99.6623153657443,99.2456837063356,40,5.38405808780321,68,89.37197876,100,47.285888671875,4.78316020965576,9.70918846130371,12.4,6.577,6.183,10.425,0.895,71.25,0.892,-0.211,0.872,0.629,0.284,31.5
"Portugal",2022,100,6.642,-5801630114.04224,3.71003929656135,1.45170530068315,3729411683.3604,36.154994891142,33120,256898675068.927,24620.519556875,464535048099.262,4255453752,264327370443.939,99,98,99,84.4969,7.83269124233323,81.5804878048781,2.6,1.39926906492031,3566560367.53136,68696,99.6612567289747,99.2604090152506,36.9565217391304,5.38775266111908,64,89.37197876,100,48.120044708252,NA,NA,12.3,6.011,5.953,10.484,0.862,71.375,0.903,-0.139,0.893,0.638,0.316,31.5
"Portugal",2023,NA,NA,-3669361253.96205,3.35726106492717,2.08845966633271,6038035329.22741,NA,NA,289114289663.542,27331.2094945255,499383358017.59,4196056729,278531912931.967,99,98,99,85.7901,4.31128191898672,NA,NA,1.51929712406409,4223188318.11444,29102,NA,NA,36.0869565217391,5.01075138298916,NA,88.23529053,100,47.4094543457031,NA,NA,NA,6.509,5.954,10.504,0.895,71.5,0.847,-0.176,0.889,0.661,0.309,31.5
"Romania",2020,100,34.155,-3403789382.68606,1.42933934913704,0.0788103799627985,198628789.671093,30.1158292767733,69290.5,252033792712.145,13082.3006559554,662458304012.152,6984619201,348591137323.468,87,87,87,78.4553,2.63107311184743,74.2536585365854,5.4,2.00950429821317,5052321470.65755,-13202,87.3956674976054,100,21.8844984802432,5.74954905853804,82,65.70048523,90.625,71.0299987792969,3.58926010131836,8.80290412902832,13.4,5.035,6.785,10.277,0.869,66.925,0.863,-0.161,0.918,0.668,0.256,16
"Romania",2021,100,33.234,-10398707803.3903,4.09599109735679,0.467415045455637,1339509606.82082,30.1158292767733,69290.5,286578196368.297,14986.7854904274,720870228056.513,8026993060,384462081286.501,86,86,86,83.5904,5.05232876096582,72.809756097561,5.3,1.85259347107342,5300529355.14918,-17731,88.2522562314383,99.9999977769296,18.5410334346505,6.05773677405765,81,64.25120544,90.625,72.1699981689453,3.32452988624573,8.13680076599121,16.3,5.59,6.549,10.341,0.835,67.05,0.871,-0.187,0.928,0.674,0.264,16
"Romania",2022,100,33.514,-9303199865.42369,3.87290125410084,0.733759196162214,2174527357.20589,30.1158292767733,69290.5,296354358293.475,15557.8826247584,803514822494.973,8531975344,440844515633.596,85,83,85,85.5031,13.7954887432521,75.3048780487805,5.5,1.72487428747058,5187965337.04387,89076,88.2842294269223,99.9999979732841,19.0909090909091,5.82506697902019,84,63.28502274,90.625,73.0299987792969,NA,NA,19.1,5.614,6.437,10.396,0.83,67.175,0.836,-0.173,0.941,0.615,0.258,16
"Romania",2023,NA,NA,-6880523040.27159,2.48272341305168,0.521269530238693,1828487658.92621,NA,NA,350775856415.189,18404.2730871704,870230298916.907,9724366747,477508004884.111,78,78,78,89.2034,10.3971874764996,NA,NA,1.61389529499238,5610688108.21097,-27780,NA,NA,19.0909090909091,5.55379294470746,NA,62.25490189,90.625,NA,NA,NA,NA,5.592,6.489,10.431,0.826,67.3,0.849,-0.202,0.905,0.628,0.271,16
"Russia",2020,99.9,13.801,-3631810000,0.634851184443604,0.391607688669965,5.847e+09,49.7843360788722,8153116,1493075894362.14,10108.3271484375,4651428694918.23,6567475904,2189657508620.99,97,97,97,84.9947,3.38165937237898,71.3387804878049,4.4,4.17147890118067,61712537168.9371,334094,88.9429050085447,96.8807180454075,15.7777777777778,16.4936015625114,62,20.28985596,73.125,91.8141174316406,4.01641845703125,8.9350471496582,5.5,5.62,5.495,10.188,0.887,64.575,0.714,-0.078,0.823,0.621,0.19,NA
"Russia",2021,100,13.565,25432770000,2.1943240262796,3.57399617129425,65882770000,49.7843360788722,8153116,1843392293734.38,12521.5224609375,5732443748434.11,10598637533,2633034402631.17,97,97,97,88.2138,6.69445891957612,69.900243902439,4.1,3.61174068304112,65907705047.1045,314112,89.1800754243795,96.9661268832914,16.2222222222222,17.6028490364434,60,19.8067627,73.125,92.1800003051758,3.99480700492859,NA,4.8,4.749,5.448,10.247,0.862,64.95,0.671,0.053,0.808,0.59,0.19,NA
"Russia",2022,100,13.163,26714525588.3468,-1.7564179452356,-0.577504403028217,-13086418638.6337,49.7843360788722,8153116,2266029240645.34,15445.2421875,6014033402966.99,NA,NA,97,97,97,90.418,NA,72.5456097560976,3.8,4.69003483064793,102366636459.68,765629,89.4185264529743,97.0515979366034,16.2222222222222,18.1750814127475,67,14.49275398,73.125,91.9972534179688,4.05402755737305,NA,4.6,3.867,6.044,10.225,0.92,65.325,0.776,-0.074,0.767,0.614,0.211,NA
"Russia",2023,NA,NA,20750800927.9484,-0.496932674066668,0.529612317858848,10705697132.9277,NA,NA,2021421476035.42,13817.0458984375,6454737767947.11,NA,NA,97,97,97,92.245,NA,NA,NA,5.86418887229231,109454387532.086,27807,NA,NA,16.4444444444445,18.5782611268203,NA,13.23529434,73.125,92.6996612548828,NA,NA,NA,3.076,5.865,10.209,0.854,65.7,0.75,0.056,0.733,0.616,0.19,NA
"Saudi Arabia",2020,100,11.266,3789658451.53326,0.220799099220468,0.736910646497993,5410922646.96857,0.454484134921779,9770,734271200000,23271.4037647084,1433571620929.49,217407449,582628102663.051,95,96,95,97.8623,3.44545825956692,76.239,6,8.7921741101353,64558400000,-74725,95.331761648373,98.6568008588509,19.8675496688742,23.2331278874486,90,5.314009666,80,62.2900009155273,NA,NA,NA,7.66,6.56,10.709,0.89,64.2,0.884,-0.117,NA,0.702,0.251,20
"Saudi Arabia",2021,100,10.467,1561963979.48023,2.64391059965146,2.8225931207896,24673867120.9695,0.454484134921779,9770,8.74156e+11,28396.0864182336,1716790721486.04,158436056,679163808256.962,97,98,97,100,3.06328988941547,76.936,5.7,7.22921983667662,63194666666.6667,-106287,95.339914378734,98.6532791302563,19.8675496688742,24.4013498662617,90,6.280193329,80,63.318286895752,NA,NA,NA,6.621,6.445,10.749,0.859,64.4,0.902,-0.108,NA,0.728,0.228,20
"Saudi Arabia",2022,100,10.29,-1093230560.87376,2.53074190231041,2.43212574685757,26961852063.1166,0.454484134921779,9770,1108571466666.67,34454.1957708412,1976870385957.2,NA,767826503746.416,98,98,98,100,2.4740737192537,77.905,5.5,6.39742215278993,7.092e+10,977072,95.3480675371882,98.6497582157805,19.8675496688742,24.4584217968459,90,7.729468822,71.25,64.6558227539062,NA,NA,NA,5.589,6.382,10.82,0.9,64.6,NA,-0.032,NA,0.677,0.205,20
"Saudi Arabia",2023,NA,NA,3752172601.03523,1.15391858079076,1.50538285432685,16071210434.1196,NA,NA,1067582933333.33,32093.9622984711,2032545218996.74,3641055220,839366596020.839,97,97,97,100,2.32708518362692,NA,NA,7.08638630224988,75813333333.3333,325691,NA,NA,19.8675496688742,24.2048771096646,NA,8.823529243,71.25,64.7744903564453,5.11466979980469,NA,NA,4.008,6.953,10.829,0.884,64.8,NA,0.028,NA,0.737,0.24,20
"Senegal",2020,64.3,63.118,-1746478531.65597,7.52395708111688,0.404340263612158,99186741.0822606,41.9059886770893,80681.6,24530513037.7518,1461.08720350553,63008586953.5983,7556051,41636370567.0584,95,80,91,53.3088,2.54314685681652,68.006,29.9,1.41190887856501,345637478.930266,33848,58.0982120345877,83.8869032487823,43.030303030303,1.60619144940572,89,55.07246399,66.875,NA,5.6869797706604,21.4367904663086,31.6,NA,4.757,8.127,0.621,59.7,0.797,-0.052,0.855,0.816,0.268,30
"Senegal",2021,68,62.176,-2536450124.99269,9.40426190185874,0.187772600412128,51676492.0142412,41.6982288474523,80281.6,27520784129.7508,1598.10676952274,71874343647.3324,26333300,44846053871.5891,90,76,90,54.9741,2.18032278088147,67.093,29,1.77917638974008,483224913.09553,25519,59.1433799517105,85.0712263043194,43.030303030303,1.64719348915476,81,54.58937073,66.875,NA,5.61201000213623,21.7172908782959,30.3,NA,4.903,8.164,0.645,60,0.759,0.026,0.821,0.812,0.265,30
"Senegal",2022,67.9,61.034,NA,0.253824628077479,0.253824628077479,70105040,41.4904690178154,79881.6,27619479059.6131,1564.74522071584,79944473084.107,37258335,49273003095.4879,93,76,93,59.9832,9.69681899081073,67.913,28.2,1.53810562054109,421013743.846819,16425,60.1839131026354,86.2497738333803,44.2424242424242,1.6312634966778,90,54.58937073,72.5,10.720383644104,5.98753976821899,22.4799900054932,29.4,2.837,4.907,8.179,0.609,60.3,0.758,0.049,0.854,0.813,0.287,30
"Senegal",2023,NA,NA,NA,0.296066888775402,0.296066888775402,91331700,NA,NA,30848333083.7055,1706.44218024762,86617762209.4772,22544982,53500994602.0226,83,76,83,NA,5.93947798773215,NA,NA,1.46776048919388,448607459.82487,-9999,NA,NA,46.0606060606061,1.59555157099905,NA,51.96078491,72.5,NA,NA,22.5471706390381,NA,NA,5.093,8.2,0.668,60.6,0.798,0.048,0.836,0.825,0.258,30
"Serbia",2020,100,13.468,-3369290096.19691,6.23865408002073,0.208498675487542,116496586.781536,32.3778094898323,27226.5,55874017668.998,8098.70955668849,144971991761.446,710934754,77009652066.4867,92,78,87,78.368,1.57553290083415,74.4780487804878,4.8,2.37558463404513,1267544240.96314,-10220,97.8986603836445,95.2955251429795,38.8,NA,80,40.57971191,93.75,73.4497833251953,NA,NA,14.1,9.011,6.042,9.813,0.852,67.025,0.843,0.142,0.824,0.579,0.358,15
"Serbia",2021,100,13.739,-4328353622.3154,6.95312089132575,0.410857882566184,271823098.808642,32.3812581757641,27229.4,66159884072.5308,9680.52798074468,159822080329.572,927101298,86637018314.2282,91,75,89,81.1659,4.08510285335102,72.780487804878,4.6,2.31320387955173,1465700819.74454,-8974,97.9013859550373,95.6796651425095,39.2,NA,85,41.06280136,93.75,74.1909866333008,3.29867005348206,7.08668994903564,14.8,9.843,6.245,9.895,0.89,67.15,0.85,0.261,0.806,0.568,0.311,15
"Serbia",2022,100,13.833,-4500108361.13793,6.90481580907468,0.167881045931035,112140450.37276,32.3858163872042,27233.233,66797564758.339,10022.9688543402,174744016970.557,1087552014,98295351066.8202,92,81,92,83.5383,11.9815117344703,75.4821951219512,4.4,2.71134129432343,1723486851.64409,40118,97.9104148354253,95.6781370756231,36.5546218487395,NA,84,42.51207733,93.75,74.9423217773438,3.23938989639282,7.4496898651123,13,8.439,6.546,9.928,0.896,67.275,0.782,0.074,0.801,0.514,0.275,15
"Serbia",2023,NA,NA,-4564741074.63685,6.01371996085662,0.40197695612135,326978751.720506,NA,NA,81342660752.3732,12281.5058488303,189914035133.677,1358732901,104844613817.308,93,84,93,85.3575,12.3719043552519,NA,NA,2.85324638561608,2135767103.37299,4348,NA,NA,34.8,NA,NA,44.60784149,93.75,76.1039199829102,NA,NA,NA,8.268,6.441,9.961,0.895,67.4,0.807,0.085,0.782,0.526,0.206,15
"Sierra Leone",2020,26.3,100.177,-172699178.4246,2.5819949433746,NA,NA,35.1188694929343,25348.8,6688594757.62129,845.313836261458,21515745166.9407,NA,19556575358.4235,91,87,91,27.4681,13.4468711101052,59.763,80.3,0.546605434850038,22374596.4756382,1292,21.0167130216126,63.0675633656408,12.3287671232877,0.83821186524004,89,41.54589462,69.375,NA,8.80954837799072,34.2441864013672,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra Leone",2021,27.5,98.06,-212289192.761103,2.96277517836136,NA,NA,34.8455250761984,25151.5,7165214367.64956,885.184270659578,23059141099.8544,NA,20966331368.3703,92,87,92,27.595,11.8739588840234,60.062,78.1,0.609065850522684,27269402.6987363,-1544,21.9564981614005,64.2044175927295,12.3287671232877,0.923417853033417,91,44.92753601,72.5,NA,9.44223594665527,33.4194717407227,89.2,NA,3.714,7.387,0.609,54.5,0.659,0.106,0.851,0.538,0.448,30
"Sierra Leone",2022,29.4,95.743,-293970572.80401,4.12930049684053,NA,NA,34.5721806594625,24954.2,7119137321.90082,860.130884035452,26015752886.7182,NA,24082107164.4481,91,90,91,30.3518,27.2082883814653,60.411,76,0.685622766144689,28000961.1348751,-4000,22.9191871774247,65.340117893082,12.3287671232877,0.836868613705744,92,41.06280136,72.5,NA,8.5391845703125,29.3728694915771,88.6,NA,2.56,7.4,0.502,55.3,0.66,0.097,0.862,0.494,0.505,25
"Sierra Leone",2023,NA,NA,-201800561.279411,3.14729674118523,NA,NA,NA,NA,6411869546.28929,757.85833603088,28490860966.2248,NA,22595833297.673,91,90,91,NA,47.6428733253179,NA,NA,0.560437347011943,22426022.2746118,-4000,NA,NA,28.1879194630873,0.820009474603901,NA,38.72549057,92.5,NA,6.79109716415405,NA,NA,NA,3.467,7.412,0.601,56.1,0.694,0.101,0.866,0.504,0.43,25
"Singapore",2020,100,2.276,-40939837771.5634,23.1003005183608,11.3860805875737,39793028888.258,21.6852367688022,155.7,349488382610.662,61466.803676358,577746734469.17,159939927691,143710094958.663,98,97,97,92.0043,-0.181916666666634,83.5439024390244,1.9,2.81188317988763,9801649746.19289,-145556,100,100,29.4736842105263,11.9718273940709,79,38.16424942,82.5,74.5500030517578,2.6869900226593,11.215181350708,4.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",2021,100,2.16,-75901276532.3973,31.6207400179128,14.1364609404826,61368011016.1398,21.4345403899721,153.9,434111559282.849,79601.4129622433,719129530581.864,192223598135,159659171713.594,98,96,97,96.9247,2.30485959040484,83.0926829268293,1.9,2.5987935314514,11017572598.6597,-44030,100,100,29.8076923076923,12.9948734461085,78,40.57971191,82.5,78.370002746582,2.82470989227295,13.0648202896118,6.6,4.64,6.587,11.587,0.876,73.8,0.879,0.06,0.145,0.697,0.16,17
"Singapore",2022,100,2.17,-96533413926.4988,29.8437975950876,10.4780314447827,52230319148.936,21.1838440111421,152.1,498474540987.78,88428.7024226232,799968266078.795,213832968911,186676707069.195,97,96,96,95.9539,6.12106004039418,82.8951219512195,1.8,2.57771863323481,12034037243.6507,214842,100,100,29.126213592233,12.7455596235033,73,43.47826004,82.5,79.0400009155273,2.48891997337341,10.0732593536377,7.7,3.591,6.333,11.59,0.852,73.9,0.873,0.088,NA,0.688,0.209,17
"Singapore",2023,NA,NA,-112244222128.441,34.9485153079274,12.5635798764803,62997244495.1963,NA,NA,501427500080.059,84734.2559206054,837663626376.947,197387649519,201282763146.991,98,97,97,94.2863,4.82146729476466,NA,NA,2.65866567626877,13200743480.5906,26996,NA,NA,29.126213592233,12.5539910450909,NA,43.62745285,82.5,63.3724250793457,2.18787837028503,NA,NA,3.444,6.654,NA,0.916,74,0.861,NA,0.153,0.667,0.19,17
"Slovakia",2020,100,25.975,2766594281.12696,-1.05975666677956,1.5082649692612,1624893109.96029,40.05615640599,19259,107732602896.441,19735.4858280801,192849134106.197,7860143292,92105828018.5491,97,96,97,89.9209,1.93694126694223,76.8658536585366,4.9,1.92200478883117,2047190242.79038,4350,97.5326282061104,99.7877013589871,22.6666666666667,7.78854138444028,86,74.87922668,85,89.1387252807617,4.76427984237671,9.93961334228516,7.7,6.719,6.519,10.34,0.954,68.725,0.762,-0.081,0.901,0.695,0.274,21
"Slovakia",2021,100,25.872,-1512472094.95743,2.25526375759947,1.00106001003432,1207200451.67627,40.05615640599,19259,120592216208.386,22138.1949833348,208746236999.427,8421902423,99730736284.122,97,95,97,88.9256,3.14960629921268,74.6146341463415,4.9,1.74154649987505,2064806054.87228,-8172,97.5341274015193,99.7874584339023,22.6666666666667,8.58828321902789,88,75.84541321,85,89.8135070800781,4.79718017578125,9.35237979888916,8.3,6.894,6.419,10.39,0.951,68.95,0.742,0.042,0.896,0.692,0.241,21
"Slovakia",2022,100,24.543,-2781042660.77086,4.16384241518814,1.76491466801348,2046041140.32491,40.05615640599,19259,115928615553.286,21342.7666714692,223120992373.374,7989914994,117986137390.23,97,95,97,89.0677,12.7741463637611,77.0658536585366,4.9,1.80856096698237,2085664762.25736,92314,97.536360698203,99.7871080625055,21.3333333333333,8.37420412419418,89,75.84541321,85,90.1811904907227,NA,NA,9,6.143,6.091,10.409,0.961,69.175,0.732,-0.129,0.841,0.665,0.263,21
"Slovakia",2023,NA,NA,-87933104.502508,-0.246592870705797,-0.312753584919763,-415675586.229968,NA,NA,132908336234.295,24491.3771867262,236131358382.336,10122798808,125544069869.299,96,94,96,87.2131,10.5319476645211,NA,NA,2.01653474902229,2663125915.61834,4933,NA,NA,22,8.25092044210705,NA,76.47058868,87.5,NA,NA,NA,NA,5.843,6.261,10.425,0.941,69.4,0.753,-0.136,0.825,0.647,0.235,21
"Slovenia",2020,100,4.056,320588284.507686,0.948340847721796,1.54886482440733,826857771.327692,61.4722591923085,12378.3,53384760135.1581,25392.0651093612,87812276776.0691,2542920750,38709201075.6605,95,94,NA,86.6013,-0.05485681576061,80.5317073170732,1.9,1.0585626998026,567650746.608914,28514,98.3645255759469,99.5,27.7777777777778,8.47842413905125,74,77.29468536,96.875,84.5077056884766,5.38373994827271,11.1256284713745,7.4,4.971,6.462,10.521,0.953,70.875,0.958,-0.09,0.797,0.575,0.314,19
"Slovenia",2021,100,3.83,-525233103.535159,3.60681571306541,2.75318456444944,1694014652.27159,61.3711140025029,12357.933,61529280461.092,29187.369382785,96703198367.1709,2476347678,44749221929.4163,86,95,86,89.004,1.91706506089259,80.6756097560976,1.9,1.23377056737635,762771996.215705,2477,98.3111577508786,99.5,26.6666666666667,8.52487027288826,74,76.32849884,96.875,86.0022888183594,5.36526012420654,11.5017423629761,7,4.744,6.761,10.598,0.955,71.05,0.851,0.026,0.754,0.643,0.261,19
