"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Ethiopia",2021,54.2,72.373,-4259445795.28263,3.82830640829097,NA,NA,15.0593041787166,169955,111261882958.426,910.947840320752,316145105232.455,24782074,233323345021.262,65,53,65,16.6981,26.8395221557722,64.975,35,0.492015222766883,487848610.127681,-1377,9.25478025646195,50.0425628235297,42.5882352941177,1.34955465507756,87,20.28985596,80,11.810772895813,4.06524896621704,23.5620422363281,58.1,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia",2022,55,71.137,-3669991332.17486,2.89493814042439,NA,NA,14.9946206327752,169225,126772703047.701,1011.0732858233,356706615124.87,9017811,286104180304.261,65,55,65,19.3781,33.8898797100898,65.645,33.9,0.869861417762905,1031400405.93933,-11996,9.33621609876944,51.5129596643217,41.4893617021277,1.33057262589849,86,20.28985596,80,NA,3.73649501800537,23.0064029693604,59,NA,3.628,7.775,0.74,61.1,0.674,0.357,0.793,0.56,0.335,30
"Ethiopia",2023,NA,NA,-3262966283.51939,1.99328502900323,NA,NA,NA,NA,163697927593.982,1272.01628209211,393555672319.095,9855262,330368792447.461,72,61,72,NA,30.2188278135278,NA,NA,0.788322879616043,1226452568.31981,-11996,NA,NA,41.3135593220339,1.32125001511364,NA,20.09803963,80,NA,NA,NA,NA,NA,4.093,7.809,0.67,61.5,0.631,0.212,0.8,0.538,0.299,30
"Finland",2020,100,3.799,8127754117.32696,-0.939114055968044,2.07119565609595,5592234725.43368,73.7283674409423,224090,270000311606.226,48828.6846862799,294705726881.034,4419553378,137275307153.979,90,95,NA,92.1703,0.290554555653239,81.9317073170732,1.9,1.42582276779338,3868688020.06155,17504,99.4479578426541,100,46,9.52105806935582,25,99.51690674,97.5,82.5449523925781,6.6349401473999,10.2389678955078,8.8,7.759,7.889,10.766,0.962,71.075,0.962,-0.123,0.164,0.748,0.193,20
"Finland",2021,100,3.748,-3470347077.77757,8.01406291677226,6.8337581005663,20106502481.0248,73.7264996576714,224090,294223210496.119,53099.1351400148,314392488875.24,5489726511,147384152369.942,89,93,NA,92.8081,2.19457432340007,81.8853658536585,1.9,1.29123276861826,3831598864.71145,22484,99.4479537134785,100,46,9.46546455280682,7,99.51690674,97.5,80.7345123291016,6.53825998306274,10.2311220169067,10.5,7.617,7.794,10.794,0.97,71.15,0.963,-0.039,0.192,0.752,0.175,20
"Finland",2022,100,3.221,8945607710.7819,4.67298550552399,7.86509203052075,22041253123.3766,73.7264996576714,224090,280241515774.32,50438.4753952355,340550667219.485,5314037683,163570125360.485,91,94,NA,92.9888,7.12350773301402,81.1878048780488,1.9,1.57363807254928,4446368019.38627,60353,99.4479470760581,100,45.5,8.6788121032968,1,98.55072784,97.5,81.3429718017578,NA,NA,12.6,6.719,7.729,10.811,0.974,71.225,0.959,0.101,0.19,0.741,0.191,20
"Finland",2023,NA,NA,-985409102.25138,-0.0880162430168816,-0.421819824893571,-1246614004.38532,NA,NA,295532341254.907,52925.6897638424,343828583864.513,5292503329,170285098358.76,91,94,NA,93.5139,6.25064322154763,NA,NA,2.42148617618712,7348032203.83663,38156,NA,NA,46,7.78191128046274,NA,97.54901886,97.5,NA,NA,NA,NA,7.151,7.699,10.808,0.947,71.3,0.943,-0.001,0.185,0.717,0.173,20
"France",2020,100,5.616,9367666365.97017,0.731471704018579,1.08525408792736,28736725758.3755,31.5090483730461,172530,2647926055110.05,39169.8606000707,3345024904336.17,87513986459,1555483087186.18,96,94,95,84.7064,0.476498852725066,82.1756097560976,3.3,1.99647774299432,52747064858.0873,145593,98.6476063538978,99.9999980735321,39.5147313691508,5.89267395165553,37,82.12560272,100,73.3635330200195,5.65981006622314,8.82271194458008,5.9,8.01,6.714,10.651,0.947,72.2,0.823,-0.176,0.565,0.69,0.231,32.02
"France",2021,100,4.94,20202234021.4434,3.30405312221271,3.98508078434691,118214779040.607,31.6613612829349,173364,2966433692008.09,43725.0999521245,3559702490270.83,97729573744,1660567563712.38,96,94,95,86.0955,1.64233141038385,82.3243902439024,3.3,1.91440611513925,56646996215.7048,131465,98.6468021214837,100,39.5147313691508,6.33062359400173,37,85.50724792,100,76.7396774291992,5.43038988113403,8.87541103363037,6.6,7.871,6.656,10.714,0.915,72.3,0.837,-0.104,0.561,0.685,0.268,28.4075
"France",2022,100,3.979,-21135660317.7474,3.91856445477022,3.16272124729614,88439244146.8957,31.8136741928238,174198,2796302210398.84,41082.8119320747,3820747794257.3,106026835558,1859419557377.2,96,95,96,85.3333,5.22236748369735,82.2292682926829,3.3,1.93242353809568,53638748769.4262,179377,98.6459963453591,100,37.261698440208,6.11345196941483,37,86.47342682,100,74.4087524414062,NA,NA,7.9,7.303,6.614,10.737,0.866,72.4,0.798,-0.027,0.533,0.688,0.249,25.825
"France",2023,NA,NA,30513104655.7174,0.288462113991059,1.28828431030612,39316267826.4324,NA,NA,3051831611384.76,44690.9345395117,3972088120556.38,115256032667,1951424595194.15,96,95,96,86.8364,4.87835726508441,NA,NA,2.05638673841337,61301290832.7967,91862,NA,NA,37.7816291161178,5.64554528123139,NA,86.76470947,100,78.039665222168,NA,NA,NA,7.335,6.557,10.742,0.85,72.5,0.776,0.01,0.558,0.676,0.228,25.825
"Gabon",2020,91.1,96.307,NA,NA,NA,NA,91.3206814918306,235306,15342236163.9864,6605.80346077565,33623700958.86,59109890,11792009143.08,63,53,63,72.2754,1.35276110675333,66.531,29.9,1.72005326971719,263471597.129303,1506,49.8241656819812,86.3106054147686,14.7887323943662,8.50784421704006,63,21.73913002,57.5,NA,3.39874076843262,15.7641649246216,NA,NA,4.887,9.54,0.701,57.925,0.528,-0.194,0.789,0.568,0.416,30
"Gabon",2021,91.8,94.925,NA,NA,NA,NA,91.2745760080723,235187.2,19444935097.2395,8181.40914134656,44025399637.0671,40017534,12281441459.2034,75,64,75,73.1414,1.0869074651941,65.821,29.5,1.54092336488807,311454928.635429,1503,49.8612671247622,86.6249293561994,16.1971830985916,7.92179312515305,57,23.18840599,82.5,NA,2.70079278945923,15.3551635742188,NA,NA,5.075,9.533,0.754,58.25,0.699,-0.207,0.766,0.62,0.362,30
"Gabon",2022,93.5,93.319,NA,NA,NA,NA,91.228470524314,235068.4,20440655695.1804,8409.2074145028,48596848106.3582,78992997,13232626218.8619,60,52,60,73.6951,4.23124798274579,65.694,28.8,1.31756018896149,277674768.990569,987,49.8962345236713,86.9277658767769,15.3846153846154,8.1275015458211,65,24.1545887,95,NA,2.20773649215698,13.8033790588379,NA,NA,5.14,9.543,0.775,58.575,0.699,-0.167,0.803,0.661,0.414,30
"Gabon",2023,NA,NA,NA,NA,NA,NA,NA,NA,19388402541.6698,7802.83659565049,51576945114.245,40040970,14060517587.0286,70,66,70,NA,3.62901534185376,NA,NA,1.15321981179163,265129554.842578,987,NA,NA,24.4897959183673,8.61324643661897,NA,24.01960754,95,NA,NA,13.5658235549927,NA,NA,5.104,9.554,0.735,58.9,0.722,-0.16,0.822,0.62,0.424,30
"Gambia",2020,62.2,61.874,-193060000,10.4612755737217,-0.192245070412991,-3483809.20577327,23.9792490118577,2426.7,1812170891.19069,720.335143352133,6366827515.11477,1274,5372664549.90446,85,82,85,44.8133,5.93127636562441,62.612,34.5,0.809324910343592,14805015.9297537,-1949,47.364575636903,84.4849824727792,8.62068965517241,0.764469043415975,87,38.64734268,69.375,20.2596893310547,2.88734579086304,14.2760601043701,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia",2021,63.7,60.503,-251822628.807366,12.5026201279669,-0.168128249328739,-3386370,23.4123814229249,2369.333,2014158842.14596,781.890925169531,7155630814.36372,20,6215843394.78707,82,79,82,49.6646,7.37034758876618,62.083,33.7,0.76855558144666,15874259.8668246,-1949,47.53641750078,85.0674415666693,8.62068965517241,0.713273628596162,84,42.51207733,69.375,NA,3.04477691650391,15.6218185424805,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia",2022,65.4,59.158,-231488000,10.4995860985808,0.090713869389176,2e+06,22.8459584980237,2312.011,2204734527.88096,836.244875868476,8086871860.16496,24121,6961259609.51602,79,74,79,54.1899,11.5131198380505,62.906,32.8,0.693939998753325,15205180.5474474,-3000,47.7159921427543,85.6466129857002,8.62068965517241,0.727601679518447,87,45.41062927,69.375,NA,2.74282312393188,14.4843282699585,59,NA,4.279,7.662,0.588,57.9,0.599,0.36,0.884,0.722,0.438,27
"Gambia",2023,NA,NA,-208372222.211356,8.69626742372764,-0.0254195233233701,-609080,NA,NA,2396111021.64149,888.157407724123,8779798180.8014,14930,7044600906.00223,84,80,84,NA,16.9742129632327,NA,NA,0.584305835814994,13785997.4477294,-3000,NA,NA,8.62068965517241,0.700114350527921,NA,45.58823395,69.375,29.0040817260742,2.69659471511841,17.5029582977295,NA,6.479,4.691,7.686,0.651,58.2,0.727,0.43,0.852,0.719,0.291,27
"Georgia",2020,100,27.086,-560226878.89,3.39837673139654,-0.100664272207132,-16117224.97,40.6159159591308,28224,16010869215.68,4300.85701291207,62509091761.2555,13231875,39584718751.7775,88,91,88,72.5316,5.2024648897534,72.765,8.5,1.8054778310535,287864077.669903,-2738,86.4330577492273,94.672099902079,20.6666666666667,4.65955501306036,87,49.75845337,85.625,92.4814300537109,3.8498592376709,12.0671129226685,38.8,11.734,5.123,9.544,0.718,64.825,0.764,-0.225,0.583,0.573,0.295,15
"Georgia",2021,100,25.154,-923928972.81,6.74295146360052,1.84228150028497,347327460.72,40.6159159591308,28224,18853115588.8106,5083.60695484577,70150781357.7257,16787165,46072540478.0397,85,90,85,76.4427,9.56691433824769,71.694,8.4,1.61153573028402,300489434.431324,-2738,86.3415881637002,94.8252160695635,19.3333333333333,4.90110850156797,87,47.34299469,88.125,92.4135360717773,3.59441995620728,12.4690103530884,36.5,NA,4.911,9.648,0.671,64.95,0.777,-0.29,0.723,0.51,0.24,15
"Georgia",2022,100,21.511,-1921737515.75,9.15328575552963,1.4615880566137,365171475.91,40.6159159591308,28224,24984568959.605,6729.84659930283,83387742354.0661,39454213,47915226770.8186,85,90,85,78.7113,11.8981654203198,71.587,8.3,1.4657331013201,360344170.697044,26999,86.2580184560702,94.9775354600958,19.047619047619,5.04374139057703,87,48.3091774,88.125,92.8600006103516,3.75498008728027,12.1745977401733,32.4,NA,5.293,9.743,0.754,65.075,0.821,-0.255,0.655,0.503,0.233,15
"Georgia",2023,NA,NA,-1613172979.24,6.7766561454358,1.53530939904581,472534971.86,NA,NA,30777833585.4441,8283.66960242964,93154469820.5919,31139119,52801246245.0306,88,95,93,81.8842,2.48776056578715,NA,NA,1.68114376621765,504612281.847663,2003,NA,NA,18.4397163120567,5.12697810755694,NA,48.03921509,88.125,93.1997680664062,3.73861002922058,NA,NA,NA,5.351,9.785,0.779,65.2,0.877,-0.268,0.706,0.542,0.231,15
"Germany",2020,100,6.544,-31910918320.7417,4.48666571074036,3.67680289295589,144871274947.093,32.6826755201923,114190,3940142541354.1,47379.765194548,4880368289108.07,182393711293,2277243636731.96,91,97,88,89.8129,0.144877925813982,81.0414634146342,3.1,1.37427175481016,53318705117.9756,203468,99.2256171729146,100,31.1706629055007,9.01625597451955,74,94.20289612,100,83.6999969482422,5.59038019180298,9.29844093322754,3.5,3.881,7.312,10.856,0.905,71.1,0.864,-0.068,0.424,0.698,0.206,29.897059
"Germany",2021,100,6.241,96711985272.4385,2.34916528173016,4.57335385136078,198863028458.585,32.6826755201923,114190,4348297440387.53,52265.6541620571,5197622060268.46,211942359477,2404175789255.39,91,97,87,91.4306,3.06666666666673,80.790243902439,3.1,1.32102724294738,56513126773.8884,310264,99.2258922058797,100,34.9184782608696,9.41737421804908,67,95.6521759,100,80.9400482177734,5.45488977432251,9.06617259979248,3.8,3.594,6.755,10.881,0.868,71.3,0.778,0.074,0.418,0.703,0.251,29.937781
"Germany",2022,100,5.577,117097111868.007,1.5066061525701,4.31900816442159,179826066630.371,32.685482024273,114190,4163596357879.39,49686.1154582583,5659133750413.32,244202078745,2707638114650.39,91,97,87,91.6298,6.87257438551097,80.7056097560976,3,1.37713842050552,56153121239.9135,981552,99.2262037402876,99.9999985568823,34.9184782608696,9.09310050832368,62,94.68598938,100,80.7969970703125,4.54389047622681,9.19070148468018,4,3.12,6.608,10.889,0.916,71.5,0.895,0.08,0.417,0.668,0.201,29.83
"Germany",2023,NA,NA,72407214132.322,0.431214646546679,2.03114924484741,91923800662.5602,NA,NA,4525703903627.53,54343.2265084958,5748576435719.18,255687490788,2800553489462.94,91,97,87,92.4764,5.94643667725823,NA,NA,1.51965192096975,66826634284.2079,609553,NA,NA,35.1902173913043,8.18696325648415,NA,94.60784149,100,NA,NA,NA,NA,3.068,6.792,10.878,0.895,71.7,0.845,0.106,0.46,0.706,0.231,29.941
"Ghana",2020,85.4,62.026,-1333368957.17555,2.67804103781027,0.774400331802903,542413996.293504,35.0973937502747,79857.1,70043099675.68,2196.54789313621,192835182975.95,NA,134947436877.553,94,88,94,62.5176,9.88728956269944,64.114,33.4,0.350949233772808,239887164.283223,-291,26.179198602453,86.3168084779609,13.0909090909091,1.42232412393087,86,63.28502274,75,NA,3.40915989875793,13.6294746398926,36.6,NA,5.319,8.569,0.643,58.375,0.824,0.196,0.847,0.675,0.253,25
"Ghana",2021,86.3,59.76,-2413884871.34057,3.18592251630377,0.150521799337277,119701590.698157,35.1286771589176,79929.333,79524421861.2743,2445.50081810782,214867175690.96,8559644,145900661732.135,98,94,98,68.6,9.9710886750444,63.795,32.5,0.382741906430833,298345433.057572,-11259,27.3752434132951,87.3922710396825,14.5454545454545,1.44502549535782,87,60.86956406,75,NA,3.41949439048767,12.1674146652222,38.8,3.195,4.378,8.601,0.633,58.75,0.73,0.105,0.888,0.588,0.295,25
"Ghana",2022,85.1,58.808,-1472569630.31509,1.92344065685952,-0.0594612077594423,-44157893.1820898,35.1604431005612,80001.611,74263364041.8742,2240.27945094566,238973454460.737,20927708,161922962995.354,99,95,99,69.8405,31.2558951049016,63.945,31.6,0.337946355940024,229278866.209078,-10003,28.5838871671897,88.3676095492321,14.5454545454545,1.45418199536447,87,59.42028809,75,22.9420700073242,2.90529441833496,13.1793041229248,42.4,2.87,4.191,8.613,0.628,59.125,0.786,0.114,0.909,0.62,0.292,25
"Ghana",2023,NA,NA,-1308309601.7663,1.72752227473656,0.0144113601421192,11006012.9135948,NA,NA,76370396722.154,2260.28741289427,254863139037.059,20813123,179223658424.187,95,90,95,NA,38.1069656296501,NA,NA,0.389157461523268,285375934.691638,-10003,NA,NA,14.5454545454545,1.42849600007861,NA,60.7843132,75,NA,NA,12.0353174209595,NA,NA,4.298,8.61,0.661,59.5,0.834,0.093,0.892,0.638,0.254,25
"Greece",2020,100,8.35,-2655346655.83119,1.72637818314203,0.338781387381374,648302177.397178,30.2699767261443,39018,191362985554.861,17886.733165236,315962662965.275,2006739599,186779819427.65,99,97,96,78.1158,-1.24798355581405,81.2878048780488,3.4,3.069343544579,5773281659.63752,6353,98.993747492934,100,21.6666666666667,6.70230747035196,NA,77.77777863,97.5,65.2699966430664,4.49500036239624,7.53919172286987,6.8,15.899,5.788,10.207,0.779,71.025,0.565,-0.246,0.764,0.629,0.322,24
"Greece",2021,100,7.886,-4904551441.43139,2.80914754352091,0.562484224398746,1227924446.9239,30.2699767261443,39018,218303801895.326,20654.7001960815,354078186087.379,2250610346,204769477098.563,99,97,96,78.4943,1.22382501019854,80.0829268292683,3.4,3.8668791000781,8299905392.62063,-160277,98.9971812874055,99.9999952318863,21.6666666666667,6.91309196612385,NA,77.77777863,100,67.1153335571289,4.08201456069946,7.11189556121826,6.3,14.657,6.104,10.294,0.85,71.15,0.574,-0.161,0.752,0.624,0.311,24
"Greece",2022,100,6.941,-5482368435.81369,3.63119902887991,1.12646846971096,2465620567.32035,30.2699767261443,39018,218880566444.349,20971.8349258283,406373960135.683,2860598783,240170974050.446,99,97,96,83.1707,9.64525981280632,80.6365853658537,3.3,4.02423972931974,8745382718.95799,-53997,99.0005831064114,99.9999994922049,21,7.00921980338572,NA,77.77777863,100,68.630744934082,NA,NA,6.4,12.426,5.9,10.358,0.875,71.275,0.563,-0.318,0.874,0.589,0.183,22
"Greece",2023,NA,NA,-671368461.064749,1.93926040548242,1.66354251775089,4050698303.42559,NA,NA,243498333237.802,23400.7278817691,427415091832.883,3023255566,255523630547.647,99,97,96,85.0102,3.46480128513405,NA,NA,3.23440755796675,7729763484.16818,-159430,NA,NA,23,6.65661565689512,NA,79.41176605,100,NA,NA,NA,NA,11.023,5.796,10.387,0.818,71.4,0.589,-0.223,0.805,0.608,0.311,22
"Guatemala",2020,96.6,72.461,-782620480,1.29230389075701,0.285322579386558,221751180,32.9208659947742,35278,77719464220.73,4477.61761796418,190017068738.276,300037283,142062460251.235,90,89,90,47.5123,3.21444062197345,71.797,20.1,0.441017589859342,342766481.025774,-23927,68.5313077967676,93.880093537322,19.375,2.2642198610673,89,35.26570129,73.75,NA,3.29503011703491,18.8881053924561,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",2021,97.9,70.295,-2985588770,4.19335494437948,0.740962520233596,640775760,32.812616648003,35162,86478835636.3813,4913.94712869347,208162639922.746,332469285,167038531429.545,80,88,80,50.8416,4.26105127422813,69.237,19.4,0.392566987976173,337658309.640734,-29908,69.0780338236167,94.2496190017948,19.375,2.40032047912766,87,33.81642532,73.75,16.7707805633545,3.10634994506836,19.3832302093506,59.8,2.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guatemala",2022,99.1,69.116,-718760810,1.5163284242494,0.764726557162818,731312020,32.7043673012318,35046,95630524813.106,5358.08963795,232370052449.734,369983861,192407623674.585,81,86,81,54.4043,6.88512823344287,68.674,18.8,0.464713795654133,441379595.096671,-8463,69.6217278990742,94.6161088345289,19.375,2.37062368818431,88,33.81642532,73.75,18.0763397216797,3.22940993309021,18.9399223327637,59.8,3.051,6.15,9.123,0.806,62.9,0.856,-0.06,0.835,0.835,0.263,25
"Guatemala",2023,NA,NA,-921240330,1.51570449818146,0.633714576902311,661916210,NA,NA,104450210572.012,5762.82174615918,249221740758.309,376979755,NA,83,88,83,NA,NA,NA,NA,0.411176407815766,422271565.907231,-8940,NA,NA,20,2.4265651367477,NA,33.33333206,73.75,17.5638198852539,3.17938995361328,NA,NA,2.344,6.421,9.14,0.796,63.1,0.873,-0.049,0.812,0.843,0.303,25
"Guinea",2020,44.7,125.054,-173990000,1.25171292113785,0.0167510206628031,2360000,25.1872049487221,61890,14088693742.9464,1053.66097696415,44550864730.0015,NA,31832947775.998,47,47,47,29.3934,10.6016203387167,59.327,65.2,1.47688705111674,206992890.786064,-4365,28.8045337728005,68.9206309644388,16.6666666666667,1.96936950156168,91,23.18840599,73.75,NA,2.43267011642456,14.290060043335,NA,NA,4.972,7.865,0.732,53.75,0.598,0.075,0.79,0.706,0.346,35
"Guinea",2021,46.8,122.721,-200730000,1.15770496278309,-0.0182786270122121,-3120000,25.0244180367898,61490,17069115737.8259,1244.96550477914,51260936277.8168,NA,34229101986.0737,47,47,47,31.311,12.5972882566934,58.892,63.7,1.53213218753336,244558590.415803,-4373,30.0258480711338,70.179197632542,NA,1.96865719028894,89,21.25603867,73.75,NA,2.04074811935425,11.5016679763794,NA,NA,4.945,7.879,0.627,54.2,0.676,0.157,0.784,0.672,0.45,35
"Guinea",2022,47.7,120.438,-650100000,3.30630355394451,0.0411843979072536,8200000,24.8616311248576,61090,19910452541.9219,1416.59612011764,57097045519.857,NA,37309477821.199,47,47,47,33.923,10.4930409984424,58.985,62.2,2.16844701774448,441260169.726193,-3997,31.2707417142027,71.4512116094591,29.6296296296296,1.9893793991478,90,19.32367134,73.75,NA,1.98561489582062,11.9496955871582,NA,NA,5.317,7.901,0.582,54.65,0.729,0.136,0.77,0.699,0.492,35
"Guinea",2023,NA,NA,-1288140000,5.89195845855805,0.0893717456060427,19840000,NA,NA,22199409741.2578,1541.04050914957,63141358707.1679,NA,40381670694.902,47,47,47,NA,7.80497591927973,NA,NA,2.12575054080202,504474310.497577,-3997,NA,NA,29.6296296296296,1.98776603439749,NA,17.64705849,73.75,NA,NA,10.0269184112549,NA,NA,4.827,7.932,0.577,55.1,0.743,0.187,0.791,0.652,0.516,25
"Honduras",2020,93.1,84.334,-373027854.892241,1.0106822391556,-0.586714734139084,-137010988.732604,56.8349271606042,63592.6,23352232483.755,2307.61494319511,54491208505.2883,58998495,40095309815.3566,80,82,80,45.2483,3.46841177951184,71.462,14.7,1.43753064533091,341212465.048426,-6199,82.7820270991409,95.0204478168117,21.09375,2.00912285417268,87,30.43478203,75,NA,5.97629117965698,NA,49.9,10.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras",2021,94.1,83.508,-512674750.20352,2.84361329738545,1.02202179828367,287641202.978823,56.6476896952364,63383.1,28144331506.6149,2735.14751503977,63827909343.1217,21992491,48612946594.5913,77,81,77,51.9801,4.48087963413445,70.123,14.2,1.48011455066458,420766162.539471,-5777,83.6021801033969,95.427066798294,27.34375,2.08891709784286,85,32.85024261,75,14.5054473876953,5.81050157546997,NA,56.1,8.506,6.114,8.626,0.806,63.85,0.835,0.111,0.847,0.808,0.269,30
"Honduras",2022,94.4,82.781,-737736078.76747,2.41292398026651,0.0653929634654205,20550420.0373475,56.4604522298686,63173.6,31426041806.7985,3003.28996826399,71211813748.7641,NA,56394660247.7296,78,77,78,59.7135,9.08963911525025,70.728,13.8,1.45210958652938,458310362.139799,-5374,84.3969913717355,95.8040948791663,27.34375,2.11265007828842,86,34.29951859,75,15.7777786254883,4.44157886505127,NA,56,8.774,5.932,8.65,0.729,64.275,0.851,0.078,0.834,0.775,0.289,30
"Honduras",2023,NA,NA,-856785448.000311,3.15725537157699,0.666636913637448,229326497.15321,NA,NA,34400509852.0436,3231.65724461936,76417334011.7103,NA,59970357716.4069,73,77,73,NA,6.66325180347457,NA,NA,1.56610457514466,539833989.562509,-5044,NA,NA,27.34375,2.15316306447126,NA,35.29411697,75,19.1963958740234,4.04616022109985,15.3722801208496,NA,6.071,5.861,8.67,0.731,64.7,0.878,0.079,0.784,0.767,0.285,30
"Hungary",2020,100,21.318,-2908149017.6965,106.427933097787,104.579011787132,164491235320.753,22.4962743808898,20530.1,157288955508.176,16131.9540355923,341546873384.495,18196444682,146746045800.007,99,99,NA,84.7712,3.32674385766738,75.5682926829269,3.4,1.76006936522039,2768372537.17382,9147,97.9837059554386,99.9999999799691,12.0603015075377,6.75285064874393,66,58.93719864,93.75,80.0100021362305,4.1535701751709,9.3338794708252,10.6,4.25,6.038,10.349,0.943,67.35,0.771,-0.127,0.836,0.662,0.24,9
"Hungary",2021,100,19.787,-3962784855.90423,18.3888757177947,16.2128365836067,29525196617.725,22.4803495507342,20515.567,182109999477.691,18755.1023464312,371787650322.353,19838941890,157352909705.652,99,99,NA,88.6408,5.11096534382855,74.1634146341463,3.3,1.32374131113092,2409589009.47425,20372,97.9812361401357,99.9999988534441,13.0653266331658,6.91151939810653,64,58.93719864,93.75,81.4102630615234,4.68406009674072,10.3632917404175,12.6,4.045,6.227,10.423,0.948,67.5,0.727,-0.046,0.832,0.668,0.192,9
"Hungary",2022,100,18.766,-4156065353.07217,-1.1227943982934,-3.47077262106207,-6143480249.90547,22.4643754109139,20500.989,177006128624.627,18353.298364905,421123587369.703,22854435493,185073787339.664,99,99,NA,89.1428,14.6081439492433,76.0170731707317,3.3,1.83565722625996,3256817190.99744,41871,97.9787370092362,100,14.070351758794,6.66393485032781,65,59.90338135,93.75,82.6402359008789,NA,NA,15,3.609,5.861,10.47,0.937,67.65,0.776,-0.009,0.848,0.628,0.25,9
"Hungary",2023,NA,NA,-1684064629.92432,-34.0103605718433,-34.8032761049583,-73918297531.1314,NA,NA,212388906458.724,22141.8669799276,430736662121.07,24367700793,191273446097.937,99,99,NA,91.4501,17.1249659678737,NA,NA,2.12784318809435,4355478069.88993,49213,NA,NA,14.070351758794,6.35171169533201,NA,59.31372452,93.75,NA,NA,NA,NA,4.107,5.965,10.473,0.954,67.8,0.755,-0.002,0.847,0.673,0.189,9
"Iceland",2020,100,4.408,501161099.926043,-4.06130543466877,-1.74432816047137,-377297364.660868,0.5092730338193,513.5,21629953194.0659,59023.5663465778,20447442733.9865,144580750,9827812707.98293,93,93,NA,99.5328,2.84792401518665,83.0634146341463,2.1,NA,0,2498,98.7805482146744,100,38.0952380952381,11.4579098026267,25,94.68598938,100,74.1399993896484,8.58382987976074,15.8758506774902,6.3,5.478,7.575,10.852,0.983,72.025,0.949,0.152,0.644,0.808,0.172,20
"Iceland",2021,100,4.15,-504998558.172484,1.80154545586606,-0.153896722054382,-39744270.4378939,0.515719527918278,520,25825287184.3818,69325.9078287926,22979207481.9953,239162849,10825162283.4295,92,92,NA,99.687,4.44423970189739,83.1658536585366,2.1,NA,0,4911,98.7799518571826,100,47.6190476190476,11.7008482766026,57,94.20289612,100,79.7339630126953,8.21780967712402,15.4063129425049,6.1,6.029,7.565,10.878,0.98,72.05,0.923,0.257,0.664,0.806,0.159,20
"Iceland",2022,100,3.515,-1093866702.40788,4.85963418914523,1.05755269349762,304260095.103978,0.522265198849549,526.6,28770206626.5564,75314.085560994,28097500712.3945,322470151,12624509564.9048,92,91,NA,99.8565,8.3087551155892,82.1707317073171,2,NA,0,6535,98.7793267273749,100,47.6190476190476,11.442580293872,71,95.16908264,100,79.1531066894531,7.13966512680054,14.8986892700195,7,3.789,7.449,10.916,0.985,72.075,0.936,0.222,0.692,0.768,0.178,20
"Iceland",2023,NA,NA,-441193875.156924,2.19783677396124,0.789401870413996,247281056.005434,NA,NA,31325116556.3807,79636.9548578508,29957256214.5662,453683000,13240795387.6333,92,91,NA,NA,8.73630299937298,NA,NA,NA,0,4630,NA,NA,47.6190476190476,10.6061029772543,NA,94.11764526,100,NA,NA,NA,NA,3.518,7.562,10.934,0.979,72.1,0.918,0.299,0.697,0.793,0.185,20
